director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted,all_keywords
Richard Lester,2000000.0,"['Comedy', 'Musical']",Buster Keaton,A Funny Thing Happened on the Way to the Forum ,"['Richard Lester', 'Buster Keaton', 'based on stage musical', 'based on stage musical based on stage play', 'freedom', 'historical fiction', 'virgin']",Approved,Musical,"['Richard Lester', 'Buster Keaton', 'based on stage musical', 'based on stage musical based on stage play', 'freedom', 'historical fiction', 'virgin']"
Michael Moore,2000000.0,['Documentary'],Michael Moore,Slacker Uprising ,"['Michael Moore', 'Michael Moore', 'character name in title', 'election campaign', 'presidential election']",,Documentary,"['Michael Moore', 'Michael Moore', 'character name in title', 'election campaign', 'presidential election']"
Tanner Beard,2000000.0,"['Action', 'Adventure', 'History', 'Western']",William McNamara,The Legend of Hell's Gate: An American Conspiracy ,"['Tanner Beard', 'William McNamara', '1800s', 'doc holliday', 'robbers', 'sheriff', 'texas']",PG-13,Western,"['Tanner Beard', 'William McNamara', '1800s', 'doc holliday', 'robbers', 'sheriff', 'texas']"
Scott Dow,1250000.0,"['Comedy', 'Horror']",Trenton Rostedt,The Walking Deceased ,"['Scott Dow', 'Trenton Rostedt', 'zombie', 'zombie spoof']",R,Horror,"['Scott Dow', 'Trenton Rostedt', 'zombie', 'zombie spoof']"
Jerry Dugan,2000000.0,['Thriller'],Melissa Bolona,Shark Lake ,"['Jerry Dugan', 'Melissa Bolona', 'blood', 'daughter', 'jail', 'police', 'shark']",Not Rated,Thriller,"['Jerry Dugan', 'Melissa Bolona', 'blood', 'daughter', 'jail', 'police', 'shark']"
Tim Hunter,1900000.0,"['Crime', 'Drama']",Keanu Reeves,River's Edge ,"['Tim Hunter', 'Keanu Reeves', 'death', 'friend', 'high school', 'murder', 'police']",R,Crime,"['Tim Hunter', 'Keanu Reeves', 'death', 'friend', 'high school', 'murder', 'police']"
Michael Polish,1900000.0,"['Drama', 'Fantasy']",Peter Coyote,Northfork ,"['Michael Polish', 'Peter Coyote', 'boy', 'caretaker', 'dam', 'evacuation', 'orphanage']",PG-13,Drama,"['Michael Polish', 'Peter Coyote', 'boy', 'caretaker', 'dam', 'evacuation', 'orphanage']"
William Kaufman,1950000.0,"['Action', 'Thriller']",Paul McGillion,The Marine 4: Moving Target ,"['William Kaufman', 'Paul McGillion', 'killed in police car', 'mercenary', 'police officer shot in the leg', 'police officer shot through the heart', 'whistleblower']",R,Action-Comedy,"['William Kaufman', 'Paul McGillion', 'killed in police car', 'mercenary', 'police officer shot in the leg', 'police officer shot through the heart', 'whistleblower']"
Rodrigo Cortés,3000000.0,"['Drama', 'Mystery', 'Thriller']",Ryan Reynolds,Buried ,"['Rodrigo Cort\xc3\xa9s', 'Ryan Reynolds', 'buried alive', 'coffin', 'iraq', 'one person', 'single set production']",R,Mystery,"['Rodrigo Cort\xc3\xa9s', 'Ryan Reynolds', 'buried alive', 'coffin', 'iraq', 'one person', 'single set production']"
Richard Ayoade,,"['Comedy', 'Drama', 'Romance']",Craig Roberts,Submarine ,"['Richard Ayoade', 'Craig Roberts', '15 year old', 'school', 'teen comedy', 'teen movie', 'virginity']",R,Rom-Com,"['Richard Ayoade', 'Craig Roberts', '15 year old', 'school', 'teen comedy', 'teen movie', 'virginity']"
Pascal Arnold,1400000.0,['Drama'],Karl E. Landler,One to Another ,"['Pascal Arnold', 'Karl E. Landler', 'fellatio', 'female frontal nudity', 'male frontal nudity', 'nude sunbathing', 'orgy']",Unrated,Drama,"['Pascal Arnold', 'Karl E. Landler', 'fellatio', 'female frontal nudity', 'male frontal nudity', 'nude sunbathing', 'orgy']"
Kimberly Peirce,30000000.0,"['Drama', 'Fantasy', 'Horror']",Chloë Grace Moretz,Carrie ,"['Kimberly Peirce', 'Chlo\xc3\xab Grace Moretz', 'outcast', 'prom', 'self injury', 'telekinesis', 'tragic event']",R,Horror,"['Kimberly Peirce', 'Chlo\xc3\xab Grace Moretz', 'outcast', 'prom', 'self injury', 'telekinesis', 'tragic event']"
Wes Craven,1800000.0,['Horror'],Johnny Depp,A Nightmare on Elm Street ,"['Wes Craven', 'Johnny Depp', 'freddy krueger', 'lucid dream', 'serial killer', 'slasher', 'sleep deprivation']",X,Horror,"['Wes Craven', 'Johnny Depp', 'freddy krueger', 'lucid dream', 'serial killer', 'slasher', 'sleep deprivation']"
James Marsh,1000000.0,"['Biography', 'Crime', 'Documentary', 'History', 'Thriller']",Paul McGill,Man on Wire ,"['James Marsh', 'Paul McGill', 'new york city', 'passion', 'reenactment', 'rooftop', 'tower']",PG-13,Biography,"['James Marsh', 'Paul McGill', 'new york city', 'passion', 'reenactment', 'rooftop', 'tower']"
John Laing,,['Drama'],Siobhan Marshall,Abandoned ,"['John Laing', 'Siobhan Marshall', 'boat', 'one word title', 'sea', 'storm', 'survivor']",,Drama,"['John Laing', 'Siobhan Marshall', 'boat', 'one word title', 'sea', 'storm', 'survivor']"
Jamal Hill,1900000.0,['Drama'],Logan Browning,Brotherly Love ,"['Jamal Hill', 'Logan Browning', 'basketball', 'burglary', 'police', 'robbery', 'teenage girl']",R,Drama,"['Jamal Hill', 'Logan Browning', 'basketball', 'burglary', 'police', 'robbery', 'teenage girl']"
Daniel Stamm,1800000.0,"['Drama', 'Horror', 'Thriller']",Caleb Landry Jones,The Last Exorcism ,"['Daniel Stamm', 'Caleb Landry Jones', 'cult film', 'documentary crew', 'exorcism', 'found footage', 'satanic ritual']",PG-13,Horror,"['Daniel Stamm', 'Caleb Landry Jones', 'cult film', 'documentary crew', 'exorcism', 'found footage', 'satanic ritual']"
Sam Taylor-Johnson,,"['Biography', 'Drama', 'Music']",Kristin Scott Thomas,Nowhere Boy ,"['Sam Taylor-Johnson', 'Kristin Scott Thomas', '1960s', 'childhood', 'friendship', 'love', 'the beatles']",R,Biography,"['Sam Taylor-Johnson', 'Kristin Scott Thomas', '1960s', 'childhood', 'friendship', 'love', 'the beatles']"
Elia Kazan,1800000.0,['Drama'],Marlon Brando,A Streetcar Named Desire ,"['Elia Kazan', 'Marlon Brando', 'brother in law sister in law relationship', 'expectant father', 'histrionic personality disorder', 'middle aged woman', 'off screen rape']",PG,Drama,"['Elia Kazan', 'Marlon Brando', 'brother in law sister in law relationship', 'expectant father', 'histrionic personality disorder', 'middle aged woman', 'off screen rape']"
Stanley Kubrick,1800000.0,['Comedy'],George C. Scott,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,"['Stanley Kubrick', 'George C. Scott', 'bomber', 'doomsday', 'general', 'u.s. president', 'war room']",PG,Comedy,"['Stanley Kubrick', 'George C. Scott', 'bomber', 'doomsday', 'general', 'u.s. president', 'war room']"
Carlos Carrera,1800000.0,"['Drama', 'Romance']",Damián Alcázar,El crimen del padre Amaro ,"['Carlos Carrera', 'Dami\xc3\xa1n Alc\xc3\xa1zar', 'church', 'love', 'mexico', 'politics', 'priest']",R,Drama,"['Carlos Carrera', 'Dami\xc3\xa1n Alc\xc3\xa1zar', 'church', 'love', 'mexico', 'politics', 'priest']"
Benh Zeitlin,1800000.0,"['Drama', 'Fantasy']",Quvenzhané Wallis,Beasts of the Southern Wild ,"['Benh Zeitlin', 'Quvenzhan\xc3\xa9 Wallis', 'auroch', 'community', 'hospital', 'illness', 'six year old']",PG-13,Drama,"['Benh Zeitlin', 'Quvenzhan\xc3\xa9 Wallis', 'auroch', 'community', 'hospital', 'illness', 'six year old']"
J. Lee Thompson,1800000.0,"['Action', 'Sci-Fi']",Roddy McDowall,Battle for the Planet of the Apes ,"['J. Lee Thompson', 'Roddy McDowall', 'ape', 'general', 'gorilla', 'outer space', 'planet of the apes']",G,Sci-Fi,"['J. Lee Thompson', 'Roddy McDowall', 'ape', 'general', 'gorilla', 'outer space', 'planet of the apes']"
Maggie Greenwald,1800000.0,"['Drama', 'Music']",Aidan Quinn,Songcatcher ,"['Maggie Greenwald', 'Aidan Quinn', 'doctor', 'mountain', 'musician', 'song', 'university']",PG-13,Musical,"['Maggie Greenwald', 'Aidan Quinn', 'doctor', 'mountain', 'musician', 'song', 'university']"
Vera Farmiga,,['Drama'],Donna Murphy,Higher Ground ,"['Vera Farmiga', 'Donna Murphy', '1960s', 'belief in the afterlife', 'domestic violence', 'faith', 'minister']",R,Drama,"['Vera Farmiga', 'Donna Murphy', '1960s', 'belief in the afterlife', 'domestic violence', 'faith', 'minister']"
Morgan Spurlock,1500000.0,"['Comedy', 'Documentary']",Quentin Tarantino,The Greatest Movie Ever Sold ,"['Morgan Spurlock', 'Quentin Tarantino', 'advertising', 'movie in title', 'product placement']",PG-13,History,"['Morgan Spurlock', 'Quentin Tarantino', 'advertising', 'movie in title', 'product placement']"
Jonathan Wacks,1800000.0,"['Comedy', 'Horror']",Steve Buscemi,Ed and His Dead Mother ,"['Jonathan Wacks', 'Steve Buscemi', 'based on ed gein', 'dog', 'hyperactive', 'macabre', 'zombie']",PG-13,Horror,"['Jonathan Wacks', 'Steve Buscemi', 'based on ed gein', 'dog', 'hyperactive', 'macabre', 'zombie']"
Khyentse Norbu,1800000.0,"['Adventure', 'Drama']",Tshewang Dendup,Travelers and Magicians ,"['Khyentse Norbu', 'Tshewang Dendup', 'bhutan', 'buddhist', 'monk', 'storytelling', 'weaver']",,Adventure,"['Khyentse Norbu', 'Tshewang Dendup', 'bhutan', 'buddhist', 'monk', 'storytelling', 'weaver']"
Ted Post,1800000.0,['Western'],Clint Eastwood,Hang 'Em High ,"['Ted Post', 'Clint Eastwood', 'imperative in title', 'judge', 'marshal', 'murder', 'vigilante']",M,Western,"['Ted Post', 'Clint Eastwood', 'imperative in title', 'judge', 'marshal', 'murder', 'vigilante']"
Richard Brooks,,"['Crime', 'Drama', 'Film-Noir']",Humphrey Bogart,Deadline - U.S.A. ,"['Richard Brooks', 'Humphrey Bogart', 'editor', 'gangster', 'newspaper', 'organized crime', 'press']",,Crime,"['Richard Brooks', 'Humphrey Bogart', 'editor', 'gangster', 'newspaper', 'organized crime', 'press']"
Tony Krantz,1800000.0,"['Horror', 'Thriller']",George Newbern,Sublime ,"['Tony Krantz', 'George Newbern', 'birthday', 'birthday party', 'colonoscopy', 'hospital', 'surgery']",R,Horror,"['Tony Krantz', 'George Newbern', 'birthday', 'birthday party', 'colonoscopy', 'hospital', 'surgery']"
W.D. Hogan,1800000.0,"['Action', 'Sci-Fi']",Tom Everett Scott,Independence Daysaster ,"['W.D. Hogan', 'Tom Everett Scott', 'fireworks', 'kiss', 'to be continued ending', 'uncle nephew relationship', 'usaf']",PG-13,Sci-Fi,"['W.D. Hogan', 'Tom Everett Scott', 'fireworks', 'kiss', 'to be continued ending', 'uncle nephew relationship', 'usaf']"
Corey Grant,1800000.0,"['Comedy', 'Drama']",Christian Keyes,Dysfunctional Friends ,"['Corey Grant', 'Christian Keyes', 'ex boyfriend ex girlfriend relationship', 'gossip', 'inheritance', 'mansion', 'reference to howard university']",Not Rated,Rom-Com,"['Corey Grant', 'Christian Keyes', 'ex boyfriend ex girlfriend relationship', 'gossip', 'inheritance', 'mansion', 'reference to howard university']"
Tom Tykwer,3500000.0,"['Crime', 'Drama']",Moritz Bleibtreu,Run Lola Run ,"['Tom Tykwer', 'Moritz Bleibtreu', 'bechdel test failed', 'money', 'multiple outcomes', 'repeated event', 'subway']",R,Crime,"['Tom Tykwer', 'Moritz Bleibtreu', 'bechdel test failed', 'money', 'multiple outcomes', 'repeated event', 'subway']"
Lucky McKee,500000.0,"['Drama', 'Horror']",James Duval,May ,"['Lucky McKee', 'James Duval', 'case', 'doll', 'dry humor', 'friend', 'love']",R,Horror,"['Lucky McKee', 'James Duval', 'case', 'doll', 'dry humor', 'friend', 'love']"
Richard Boddington,2000000.0,"['Adventure', 'Family']",Natasha Henstridge,Against the Wild ,"['Richard Boddington', 'Natasha Henstridge', 'cave', 'salmon']",PG,Family,"['Richard Boddington', 'Natasha Henstridge', 'cave', 'salmon']"
David Hunt,1750000.0,['Horror'],Matthew Alan,Living Dark: The Story of Ted the Caver ,"['David Hunt', 'Matthew Alan', 'brother', 'cave', 'caver', 'dark', 'funeral']",PG-13,Horror,"['David Hunt', 'Matthew Alan', 'brother', 'cave', 'caver', 'dark', 'funeral']"
Patricia Riggen,,"['Adventure', 'Drama']",America Ferrera,Under the Same Moon ,"['Patricia Riggen', 'America Ferrera', '12 year old', 'boy', 'mexican', 'mexican immigrant', 'mexico']",PG-13,Adventure,"['Patricia Riggen', 'America Ferrera', '12 year old', 'boy', 'mexican', 'mexican immigrant', 'mexico']"
J. Lee Thompson,1700000.0,"['Action', 'Sci-Fi']",Roddy McDowall,Conquest of the Planet of the Apes ,"['J. Lee Thompson', 'Roddy McDowall', 'ape', 'future', 'intelligence', 'revolution', 'slave revolt']",PG,Sci-Fi,"['J. Lee Thompson', 'Roddy McDowall', 'ape', 'future', 'intelligence', 'revolution', 'slave revolt']"
Todd Field,1700000.0,"['Crime', 'Drama']",Tom Wilkinson,In the Bedroom ,"['Todd Field', 'Tom Wilkinson', 'doctor', 'maine', 'only son', 'school choir', 'summer']",R,Crime,"['Todd Field', 'Tom Wilkinson', 'doctor', 'maine', 'only son', 'school choir', 'summer']"
Steven R. Monroe,2000000.0,"['Horror', 'Thriller']",Sarah Butler,I Spit on Your Grave ,"['Steven R. Monroe', 'Sarah Butler', 'horror movie remake', 'rape', 'rape and revenge', 'rape victim', 'revenge']",R,Horror,"['Steven R. Monroe', 'Sarah Butler', 'horror movie remake', 'rape', 'rape and revenge', 'rape victim', 'revenge']"
Mark Illsley,1700000.0,"['Comedy', 'Crime', 'Romance']",Ally Walker,"Happy, Texas ","['Mark Illsley', 'Ally Walker', 'banker', 'beauty pageant', 'escaped convict', 'gay', 'pageant']",PG-13,Rom-Com,"['Mark Illsley', 'Ally Walker', 'banker', 'beauty pageant', 'escaped convict', 'gay', 'pageant']"
Pawel Pawlikowski,1700000.0,"['Drama', 'Romance']",Paddy Considine,My Summer of Love ,"['Pawel Pawlikowski', 'Paddy Considine', 'female frontal nudity', 'lesbian relationship', 'summer', 'voyeurism', 'yorkshire']",R,Drama,"['Pawel Pawlikowski', 'Paddy Considine', 'female frontal nudity', 'lesbian relationship', 'summer', 'voyeurism', 'yorkshire']"
Ritesh Batra,1000000.0,"['Drama', 'Romance']",Nawazuddin Siddiqui,The Lunchbox ,"['Ritesh Batra', 'Nawazuddin Siddiqui', 'delivery', 'delivery to wrong address', 'lunchbox', 'open ended', 'unconventional romance']",PG,Drama,"['Ritesh Batra', 'Nawazuddin Siddiqui', 'delivery', 'delivery to wrong address', 'lunchbox', 'open ended', 'unconventional romance']"
Sally Potter,1000000.0,"['Drama', 'Romance']",Shirley Henderson,Yes ,"['Sally Potter', 'Shirley Henderson', 'beach', 'lebanese', 'loss', 'muslim', 'restaurant']",R,Drama,"['Sally Potter', 'Shirley Henderson', 'beach', 'lebanese', 'loss', 'muslim', 'restaurant']"
Frank Capra,1644736.0,"['Comedy', 'Drama', 'Romance']",Jean Arthur,You Can't Take It with You ,"['Frank Capra', 'Jean Arthur', 'eccentric', 'friend', 'house', 'monopoly', 'stenographer']",Approved,Rom-Com,"['Frank Capra', 'Jean Arthur', 'eccentric', 'friend', 'house', 'monopoly', 'stenographer']"
Fred Zinnemann,1650000.0,"['Drama', 'Romance', 'War']",Montgomery Clift,From Here to Eternity ,"['Fred Zinnemann', 'Montgomery Clift', 'boxing', 'captain', 'hawaii', 'love', 'sergeant']",Not Rated,War,"['Fred Zinnemann', 'Montgomery Clift', 'boxing', 'captain', 'hawaii', 'love', 'sergeant']"
John Ford,1600000.0,['Western'],Harry Carey Jr.,She Wore a Yellow Ribbon ,"['John Ford', 'Harry Carey Jr.', 'captain', 'cavalry', 'fort', 'retirement', 'yellow ribbon']",Unrated,Western,"['John Ford', 'Harry Carey Jr.', 'captain', 'cavalry', 'fort', 'retirement', 'yellow ribbon']"
Brad J. Silverman,,"['Drama', 'Music']",Shawnee Smith,Grace Unplugged ,"['Brad J. Silverman', 'Shawnee Smith', 'christianity', 'love', 'reference to justin bieber', 'reference to taylor swift', 'worship']",PG,Musical,"['Brad J. Silverman', 'Shawnee Smith', 'christianity', 'love', 'reference to justin bieber', 'reference to taylor swift', 'worship']"
Dave Meyers,2000000.0,"['Comedy', 'Drama']",Eddie Griffin,Foolish ,"['Dave Meyers', 'Eddie Griffin', 'accidental killing', 'drug humor', 'profanity', 'sexual humor', 'stand up comedy']",R,Rom-Com,"['Dave Meyers', 'Eddie Griffin', 'accidental killing', 'drug humor', 'profanity', 'sexual humor', 'stand up comedy']"
David M. Matthews,,"['Crime', 'Drama', 'Thriller']",Essence Atkins,N-Secure ,"['David M. Matthews', 'Essence Atkins', 'betrayal', 'family relationships', 'insecurity', 'murder', 'passive aggression']",R,Crime,"['David M. Matthews', 'Essence Atkins', 'betrayal', 'family relationships', 'insecurity', 'murder', 'passive aggression']"
Nadine Labaki,1300000.0,"['Comedy', 'Drama', 'Romance']",Yasmine Al Massri,Caramel ,"['Nadine Labaki', 'Yasmine Al Massri', 'caramel', 'friendship', 'police', 'secret', 'suitor']",PG,Rom-Com,"['Nadine Labaki', 'Yasmine Al Massri', 'caramel', 'friendship', 'police', 'secret', 'suitor']"
Lluís Quílez,,"['Horror', 'Thriller']",Stephen Rea,Out of the Dark ,"['Llu\xc3\xads Qu\xc3\xadlez', 'Stephen Rea', 'haunted house']",R,Horror,"['Llu\xc3\xads Qu\xc3\xadlez', 'Stephen Rea', 'haunted house']"
Eytan Fox,1500000.0,"['Comedy', 'Drama', 'Romance']",Ohad Knoller,The Bubble ,"['Eytan Fox', 'Ohad Knoller', 'gay', 'hairy chest', 'homosexual', 'israel', 'male nudity']",Unrated,Rom-Com,"['Eytan Fox', 'Ohad Knoller', 'gay', 'hairy chest', 'homosexual', 'israel', 'male nudity']"
Francis Ford Coppola,1600000.0,"['Drama', 'Mystery', 'Thriller']",Harrison Ford,The Conversation ,"['Francis Ford Coppola', 'Harrison Ford', 'corruption', 'neo noir', 'recording', 'saxophone', 'surveillance']",PG,Mystery,"['Francis Ford Coppola', 'Harrison Ford', 'corruption', 'neo noir', 'recording', 'saxophone', 'surveillance']"
François Truffaut,1600000.0,"['Crime', 'Drama', 'Romance']",Catherine Deneuve,Mississippi Mermaid ,"['Fran\xc3\xa7ois Truffaut', 'Catherine Deneuve', 'antibes', 'hotel', 'island', 'reunion', 'reunion island']",R,Crime,"['Fran\xc3\xa7ois Truffaut', 'Catherine Deneuve', 'antibes', 'hotel', 'island', 'reunion', 'reunion island']"
Adam Goldberg,1650000.0,"['Drama', 'Mystery']",Judy Greer,I Love Your Work ,"['Adam Goldberg', 'Judy Greer', 'film student', 'marriage', 'mental breakdown', 'movie star', 'obsession']",R,Mystery,"['Adam Goldberg', 'Judy Greer', 'film student', 'marriage', 'mental breakdown', 'movie star', 'obsession']"
Travis Zariwny,,['Horror'],Dustin Ingram,Cabin Fever ,"['Travis Zariwny', 'Dustin Ingram', 'female rear nudity', 'flesh eating virus', 'horror movie remake', 'remake', 'topless female nudity']",Not Rated,Horror,"['Travis Zariwny', 'Dustin Ingram', 'female rear nudity', 'flesh eating virus', 'horror movie remake', 'remake', 'topless female nudity']"
Zack Snyder,26000000.0,"['Action', 'Horror', 'Thriller']",Ty Burrell,Dawn of the Dead ,"['Zack Snyder', 'Ty Burrell', 'mall', 'mayhem', 'nurse', 'rear entry sex', 'survival horror']",R,Horror,"['Zack Snyder', 'Ty Burrell', 'mall', 'mayhem', 'nurse', 'rear entry sex', 'survival horror']"
Adrienne Shelly,2000000.0,"['Comedy', 'Drama', 'Romance']",Lew Temple,Waitress ,"['Adrienne Shelly', 'Lew Temple', 'domestic violence', 'pregnancy', 'unhappy marriage', 'unwanted pregnancy', 'waitress']",PG-13,Rom-Com,"['Adrienne Shelly', 'Lew Temple', 'domestic violence', 'pregnancy', 'unhappy marriage', 'unwanted pregnancy', 'waitress']"
Newt Arnold,1100000.0,"['Action', 'Biography', 'Drama', 'Sport']",Bolo Yeung,Bloodsport ,"['Newt Arnold', 'Bolo Yeung', 'hand to hand combat', 'hong kong', 'kumite', 'martial arts', 'tournament']",R,Sport,"['Newt Arnold', 'Bolo Yeung', 'hand to hand combat', 'hong kong', 'kumite', 'martial arts', 'tournament']"
Frank Capra,1500000.0,"['Comedy', 'Drama']",Claude Rains,Mr. Smith Goes to Washington ,"['Frank Capra', 'Claude Rains', 'camp', 'corruption', 'governor', 'senate', 'u.s. senate']",Not Rated,Rom-Com,"['Frank Capra', 'Claude Rains', 'camp', 'corruption', 'governor', 'senate', 'u.s. senate']"
