director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted,log_budget,all_keywords
Christopher Nolan,46000000.0,"['Drama', 'Mystery', 'Thriller']",Al Pacino,Insomnia ,"['detective', 'insomnia', 'murder', 'partner', 'police']",R,Mystery,17.6441519545,"['Christopher Nolan', 'Al Pacino', 'detective', 'insomnia', 'murder', 'partner', 'police']"
Eric Brevig,45000000.0,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']",Josh Hutcherson,Journey to the Center of the Earth ,"['cave', 'lost world', 'missing brother', 'mountain', 'venus flytrap']",PG,Family,17.6221730477,"['Eric Brevig', 'Josh Hutcherson', 'cave', 'lost', 'world', 'missing', 'brother', 'mountain', 'venus', 'flytrap']"
Martin Campbell,58000000.0,"['Action', 'Adventure', 'Thriller']",Izabella Scorupco,GoldenEye ,"['agent', 'cossack', 'official james bond series', 'russia', 'russian']",PG-13,Action-Comedy,17.8759535685,"['Martin Campbell', 'Izabella Scorupco', 'agent', 'cossack', 'official', 'james', 'bond', 'series', 'russia', 'russian']"
Ethan Coen,38000000.0,"['Adventure', 'Drama', 'Western']",Matt Damon,True Grit ,"['arkansas', 'murder', 'sheriff', 'texas ranger', 'u.s. marshal']",PG-13,Western,17.4530967177,"['Ethan Coen', 'Matt Damon', 'arkansas', 'murder', 'sheriff', 'texas', 'ranger', 'u', 's', 'marshal']"
Rob Reiner,40000000.0,"['Drama', 'Thriller']",Tom Cruise,A Few Good Men ,"['cuba', 'guantanamo', 'lance corporal', 'lawyer', 'murder']",R,Drama,17.5043900121,"['Rob Reiner', 'Tom Cruise', 'cuba', 'guantanamo', 'lance', 'corporal', 'lawyer', 'murder']"
Thor Freudenthal,35000000.0,"['Comedy', 'Family']",Don Cheadle,Hotel for Dogs ,"['abandoned hotel', 'dog', 'foster home', 'overalls', 'playing with a dog']",PG,Family,17.3708586195,"['Thor Freudenthal', 'Don Cheadle', 'abandoned', 'hotel', 'dog', 'foster', 'home', 'overalls', 'playing', 'with', 'a', 'dog']"
Ang Lee,30000000.0,"['Comedy', 'Drama', 'Music']",Imelda Staunton,Taking Woodstock ,"['female full frontal nudity', 'female nudity', 'male frontal nudity', 'male full frontal nudity', 'male nudity']",R,Musical,17.2167079396,"['Ang Lee', 'Imelda Staunton', 'female', 'full', 'frontal', 'nudity', 'female', 'nudity', 'male', 'frontal', 'nudity', 'male', 'full', 'frontal', 'nudity', 'male', 'nudity']"
George Lucas,113000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Natalie Portman,Star Wars: Episode III - Revenge of the Sith ,"['elongated cry of no', 'friends become enemies', 'kicked in the butt', 'robotic midwife', 'vision']",PG-13,Sci-Fi,18.5428983767,"['George Lucas', 'Natalie Portman', 'elongated', 'cry', 'of', 'no', 'friends', 'become', 'enemies', 'kicked', 'in', 'the', 'butt', 'robotic', 'midwife', 'vision']"
David Yates,180000000.0,"['Action', 'Adventure', 'Drama', 'Romance']",Christoph Waltz,The Legend of Tarzan ,"['africa', 'capture', 'jungle', 'male objectification', 'tarzan']",PG-13,Action-Comedy,19.0084674089,"['David Yates', 'Christoph Waltz', 'africa', 'capture', 'jungle', 'male', 'objectification', 'tarzan']"
Brett Ratner,78000000.0,"['Crime', 'Drama', 'Thriller']",Philip Seymour Hoffman,Red Dragon ,"['criminal profile', 'fbi agent', 'madman', 'tabloid reporter', 'tragic villain']",R,Crime,18.1722193847,"['Brett Ratner', 'Philip Seymour Hoffman', 'criminal', 'profile', 'fbi', 'agent', 'madman', 'tabloid', 'reporter', 'tragic', 'villain']"
Sam Mendes,245000000.0,"['Action', 'Adventure', 'Thriller']",Christoph Waltz,Spectre ,"['bomb', 'espionage', 'sequel', 'spy', 'terrorist']",PG-13,Action-Comedy,19.3167687685,"['Sam Mendes', 'Christoph Waltz', 'bomb', 'espionage', 'sequel', 'spy', 'terrorist']"
Gordon Chan,41000000.0,"['Action', 'Comedy', 'Fantasy']",Julian Sands,The Medallion ,"['hong kong', 'interpol', 'medallion', 'ship', 'tough cop']",PG-13,Rom-Com,17.5290826247,"['Gordon Chan', 'Julian Sands', 'hong', 'kong', 'interpol', 'medallion', 'ship', 'tough', 'cop']"
Duncan Jones,160000000.0,"['Action', 'Adventure', 'Fantasy']",Dominic Cooper,Warcraft ,"['based on video game', 'fictional language', 'fictional war', 'orc', 'sword and sorcery']",PG-13,Action-Comedy,18.8906843732,"['Duncan Jones', 'Dominic Cooper', 'based', 'on', 'video', 'game', 'fictional', 'language', 'fictional', 'war', 'orc', 'sword', 'and', 'sorcery']"
Brett Ratner,90000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Mei Melançon,Rush Hour 2 ,"['boat', 'gang', 'hong kong', 'triad', 'vacation']",PG-13,Rom-Com,18.3153202283,"['Brett Ratner', 'Mei Melan\xc3\xa7on', 'boat', 'gang', 'hong', 'kong', 'triad', 'vacation']"
Gary McKendry,35000000.0,"['Action', 'Crime', 'Thriller']",Jason Statham,Killer Elite ,"['australia', 'death', 'mentor', 'revenge', 'secret society']",R,Action-Comedy,17.3708586195,"['Gary McKendry', 'Jason Statham', 'australia', 'death', 'mentor', 'revenge', 'secret', 'society']"
Chris Noonan,30000000.0,"['Biography', 'Drama', 'Romance']",Emily Watson,Miss Potter ,"['book', 'children', 'friend', 'illustrator', 'letter']",PG,Biography,17.2167079396,"['Chris Noonan', 'Emily Watson', 'book', 'children', 'friend', 'illustrator', 'letter']"
Michel Gondry,120000000.0,"['Action', 'Comedy', 'Crime', 'Sci-Fi', 'Thriller']",Christoph Waltz,The Green Hornet ,"['heir', 'kung fu', 'party', 'playboy', 'superhero']",PG-13,Sci-Fi,18.6030023007,"['Michel Gondry', 'Christoph Waltz', 'heir', 'kung', 'fu', 'party', 'playboy', 'superhero']"
Dennis Dugan,80000000.0,['Comedy'],Steve Buscemi,Grown Ups 2 ,"['belching', 'number in title', 'party', 'reference to nicki minaj', 'sneezing']",PG-13,Comedy,18.1975371926,"['Dennis Dugan', 'Steve Buscemi', 'belching', 'number', 'in', 'title', 'party', 'reference', 'to', 'nicki', 'minaj', 'sneezing']"
David Leland,38000000.0,"['Adventure', 'Comedy', 'History', 'Romance']",Hayden Christensen,Virgin Territory ,"['breasts', 'nude nun', 'plague', 'russian nobleman', 'two word title']",R,History,17.4530967177,"['David Leland', 'Hayden Christensen', 'breasts', 'nude', 'nun', 'plague', 'russian', 'nobleman', 'two', 'word', 'title']"
Walt Becker,35000000.0,"['Comedy', 'Family']",Robin Williams,Old Dogs ,"['best friend', 'business deal', 'impulse', 'public relations', 'twin']",PG,Family,17.3708586195,"['Walt Becker', 'Robin Williams', 'best', 'friend', 'business', 'deal', 'impulse', 'public', 'relations', 'twin']"
Baltasar Kormákur,61000000.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Denzel Washington,2 Guns ,"['close up of breasts', 'female nudity', 'fugitive', 'money', 'undercover']",R,Rom-Com,17.9263844221,"['Baltasar Korm\xc3\xa1kur', 'Denzel Washington', 'close', 'up', 'of', 'breasts', 'female', 'nudity', 'fugitive', 'money', 'undercover']"
Phil Alden Robinson,68000000.0,"['Action', 'Drama', 'Thriller']",Morgan Freeman,The Sum of All Fears ,"['analyst', 'cia', 'nuclear bomb', 'nuclear weapons', 'russia']",PG-13,Action-Comedy,18.0350182631,"['Phil Alden Robinson', 'Morgan Freeman', 'analyst', 'cia', 'nuclear', 'bomb', 'nuclear', 'weapons', 'russia']"
Antoine Fuqua,45000000.0,"['Crime', 'Drama', 'Thriller']",Denzel Washington,Training Day ,"['lapd', 'narc', 'narcotics', 'title spoken by character', 'training']",R,Crime,17.6221730477,"['Antoine Fuqua', 'Denzel Washington', 'lapd', 'narc', 'narcotics', 'title', 'spoken', 'by', 'character', 'training']"
Lee Daniels,30000000.0,"['Biography', 'Drama']",Alex Pettyfer,Lee Daniels' The Butler ,"['butler', 'civil rights', 'hotel', 'president', 'white house']",PG-13,Biography,17.2167079396,"['Lee Daniels', 'Alex Pettyfer', 'butler', 'civil', 'rights', 'hotel', 'president', 'white', 'house']"
Gore Verbinski,34000000.0,"['Adventure', 'Comedy', 'Crime', 'Romance']",J.K. Simmons,The Mexican ,"['curse', 'hostage', 'mexico', 'pistol', 'vomiting']",R,Rom-Com,17.3418710826,"['Gore Verbinski', 'J.K. Simmons', 'curse', 'hostage', 'mexico', 'pistol', 'vomiting']"
Dean DeBlois,145000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Gerard Butler,How to Train Your Dragon 2 ,"['dragon', 'father son relationship', 'husband wife relationship', 'mother son relationship', 'viking']",PG,Animation,18.7922443004,"['Dean DeBlois', 'Gerard Butler', 'dragon', 'father', 'son', 'relationship', 'husband', 'wife', 'relationship', 'mother', 'son', 'relationship', 'viking']"
John Milius,16900000.0,"['Action', 'Drama', 'War']",Lea Thompson,Red Dawn ,"['guerrilla', 'high school', 'invasion', 'soviet', 'wolverine']",PG-13,War,16.6428241799,"['John Milius', 'Lea Thompson', 'guerrilla', 'high', 'school', 'invasion', 'soviet', 'wolverine']"
Brenda Chapman,70000000.0,"['Adventure', 'Animation', 'Biography', 'Drama', 'Family', 'Fantasy', 'Musical']",Martin Short,The Prince of Egypt ,"['ancient egypt', 'hebrew', 'nudity', 'pharaoh', 'title directed by female']",PG,Biography,18.0640058,"['Brenda Chapman', 'Martin Short', 'ancient', 'egypt', 'hebrew', 'nudity', 'pharaoh', 'title', 'directed', 'by', 'female']"
Ron Howard,62000000.0,"['Adventure', 'Drama', 'History']",Tom Hanks,Apollo 13 ,"['cape kennedy', 'news footage', 'reference to christopher columbus', 'rocket', 'trapped in space']",PG,History,17.942644943,"['Ron Howard', 'Tom Hanks', 'cape', 'kennedy', 'news', 'footage', 'reference', 'to', 'christopher', 'columbus', 'rocket', 'trapped', 'in', 'space']"
Frank Marshall,50000000.0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",Dylan Walsh,Congo ,"['captain', 'congo', 'expedition', 'laser', 'lost city']",PG-13,Sci-Fi,17.7275335634,"['Frank Marshall', 'Dylan Walsh', 'captain', 'congo', 'expedition', 'laser', 'lost', 'city']"
M. Night Shyamalan,48000000.0,"['Sci-Fi', 'Thriller']",Zooey Deschanel,The Happening ,"['bee', 'nature', 'park', 'school', 'teacher']",R,Sci-Fi,17.6867115689,"['M. Night Shyamalan', 'Zooey Deschanel', 'bee', 'nature', 'park', 'school', 'teacher']"
Guillermo del Toro,54000000.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Norman Reedus,Blade II ,"['blade the character', 'cult film', 'mutation', 'vampire', 'warrior']",R,Horror,17.8044946045,"['Guillermo del Toro', 'Norman Reedus', 'blade', 'the', 'character', 'cult', 'film', 'mutation', 'vampire', 'warrior']"
Paul McGuigan,30000000.0,"['Drama', 'Mystery', 'Romance', 'Thriller']",Jessica Paré,Wicker Park ,"['flashback', 'flashback within a flashback', 'multiple perspectives', 'obsession', 'split screen']",PG-13,Mystery,17.2167079396,"['Paul McGuigan', 'Jessica Par\xc3\xa9', 'flashback', 'flashback', 'within', 'a', 'flashback', 'multiple', 'perspectives', 'obsession', 'split', 'screen']"
Pou-Soi Cheang,68005000.0,"['Action', 'Adventure', 'Fantasy']",Li Gong,Xi you ji zhi: Sun Wukong san da Baigu Jing ,"['buddhism', 'demon', 'journey to the west', 'monk', 'monkey king']",,Action-Comedy,18.0350917898,"['Pou-Soi Cheang', 'Li Gong', 'buddhism', 'demon', 'journey', 'to', 'the', 'west', 'monk', 'monkey', 'king']"
Annabel Jankel,42000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Bob Hoskins,Super Mario Bros. ,"['based on video game', 'dinosaur', 'king', 'mario', 'plumber']",PG,Family,17.5531801762,"['Annabel Jankel', 'Bob Hoskins', 'based', 'on', 'video', 'game', 'dinosaur', 'king', 'mario', 'plumber']"
,3000000.0,"['Comedy', 'Family', 'Fantasy']",Nate Richert,"Sabrina, the Teenage Witch             ","['female protagonist', 'hereditary gift of witchcraft', 'magic', 'supernatural', 'witch']",TV-G,Family,14.9141228466,"[nan, 'Nate Richert', 'female', 'protagonist', 'hereditary', 'gift', 'of', 'witchcraft', 'magic', 'supernatural', 'witch']"
Donald Petrie,40000000.0,"['Comedy', 'Family']",Macaulay Culkin,Ri¢hie Ri¢h ,"['attempted murder', 'based on comic book', 'escape from prison', 'lost at sea', 'wealth']",PG,Family,17.5043900121,"['Donald Petrie', 'Macaulay Culkin', 'attempted', 'murder', 'based', 'on', 'comic', 'book', 'escape', 'from', 'prison', 'lost', 'at', 'sea', 'wealth']"
Rob Reiner,62000000.0,"['Comedy', 'Drama', 'Romance']",Shawna Waldron,The American President ,"['lobbyist', 'president', 'senator', 'state dinner', 'widower']",PG-13,Rom-Com,17.942644943,"['Rob Reiner', 'Shawna Waldron', 'lobbyist', 'president', 'senator', 'state', 'dinner', 'widower']"
Genndy Tartakovsky,85000000.0,"['Animation', 'Comedy', 'Family', 'Fantasy']",Steve Buscemi,Hotel Transylvania ,"['dracula', 'hotel', 'invisible man', 'monster', 'transylvania']",PG,Animation,18.2581618145,"['Genndy Tartakovsky', 'Steve Buscemi', 'dracula', 'hotel', 'invisible', 'man', 'monster', 'transylvania']"
Danny DeVito,35000000.0,"['Biography', 'Crime', 'Drama']",Frank Whaley,Hoffa ,"['labor', 'labor union', 'leader', 'mafia', 'union']",R,Biography,17.3708586195,"['Danny DeVito', 'Frank Whaley', 'labor', 'labor', 'union', 'leader', 'mafia', 'union']"
Robert Rodriguez,35000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Alexa PenaVega,Spy Kids ,"['brother sister relationship', 'espionage', 'rescue', 'secret agent', 'spy']",PG,Family,17.3708586195,"['Robert Rodriguez', 'Alexa PenaVega', 'brother', 'sister', 'relationship', 'espionage', 'rescue', 'secret', 'agent', 'spy']"
Bill Condon,70000000.0,"['Drama', 'Music', 'Musical']",Loretta Devine,Dreamgirls ,"['1960s', 'fire', 'pop chart', 'singer', 'trio']",PG-13,Musical,18.0640058,"['Bill Condon', 'Loretta Devine', '1960s', 'fire', 'pop', 'chart', 'singer', 'trio']"
Rob Minkoff,145000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Ty Burrell,Mr. Peabody & Sherman ,"['dog', 'father son relationship', 'inventor', 'talking dog', 'time travel']",PG,Animation,18.7922443004,"['Rob Minkoff', 'Ty Burrell', 'dog', 'father', 'son', 'relationship', 'inventor', 'talking', 'dog', 'time', 'travel']"
Brian Robbins,60000000.0,"['Adventure', 'Comedy', 'Family', 'Romance', 'Sci-Fi']",Marc Blucas,Meet Dave ,"['alien', 'mutiny', 'orb', 'planet', 'spaceship']",PG,Family,17.9098551202,"['Brian Robbins', 'Marc Blucas', 'alien', 'mutiny', 'orb', 'planet', 'spaceship']"
Howard Deutch,40000000.0,"['Comedy', 'Crime', 'Thriller']",Bruce Willis,The Whole Ten Yards ,"['dentist', 'face slap', 'flashback', 'hitman', 'killing an animal']",PG-13,Rom-Com,17.5043900121,"['Howard Deutch', 'Bruce Willis', 'dentist', 'face', 'slap', 'flashback', 'hitman', 'killing', 'an', 'animal']"
Alfonso Cuarón,130000000.0,"['Adventure', 'Family', 'Fantasy', 'Mystery']",Daniel Radcliffe,Harry Potter and the Prisoner of Azkaban ,"['magic', 'muggle', 'serial killer', 'traitor', 'wizard']",PG,Family,18.6830450084,"['Alfonso Cuar\xc3\xb3n', 'Daniel Radcliffe', 'magic', 'muggle', 'serial', 'killer', 'traitor', 'wizard']"
Mike Newell,35000000.0,"['Biography', 'Crime', 'Drama']",Johnny Depp,Donnie Brasco ,"['fbi', 'mafia', 'money', 'racial slur', 'singer']",R,Biography,17.3708586195,"['Mike Newell', 'Johnny Depp', 'fbi', 'mafia', 'money', 'racial', 'slur', 'singer']"
Kevin Reynolds,35000000.0,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']",Henry Cavill,The Count of Monte Cristo ,"['count', 'escape', 'island', 'revenge', 'sailor']",PG-13,Action-Comedy,17.3708586195,"['Kevin Reynolds', 'Henry Cavill', 'count', 'escape', 'island', 'revenge', 'sailor']"
M. Night Shyamalan,70000000.0,"['Drama', 'Fantasy', 'Mystery', 'Thriller']",Bryce Dallas Howard,Lady in the Water ,"['apartment', 'bedtime story', 'eagle', 'stuttering', 'swimming pool']",PG-13,Mystery,18.0640058,"['M. Night Shyamalan', 'Bryce Dallas Howard', 'apartment', 'bedtime', 'story', 'eagle', 'stuttering', 'swimming', 'pool']"
John Glen,28000000.0,"['Action', 'Adventure', 'Thriller']",Julian Glover,For Your Eyes Only ,"['agent', 'british', 'ice skater', 'ship', 'spy']",PG,Action-Comedy,17.1477150681,"['John Glen', 'Julian Glover', 'agent', 'british', 'ice', 'skater', 'ship', 'spy']"
Frank Coraci,40000000.0,"['Comedy', 'Romance']",Bella Thorne,Blended ,"['blind date', 'children', 'date', 'daughter', 'son']",PG-13,Rom-Com,17.5043900121,"['Frank Coraci', 'Bella Thorne', 'blind', 'date', 'children', 'date', 'daughter', 'son']"
Tom Shadyac,45000000.0,"['Comedy', 'Fantasy', 'Romance']",Maura Tierney,Liar Liar ,"['birthday', 'birthday wish', 'father disappoints child', 'lie', 'workaholic']",PG-13,Rom-Com,17.6221730477,"['Tom Shadyac', 'Maura Tierney', 'birthday', 'birthday', 'wish', 'father', 'disappoints', 'child', 'lie', 'workaholic']"
Matthew O'Callaghan,50000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Will Ferrell,Curious George ,"['hat', 'monkey', 'museum', 'shrine', 'yellow']",G,Animation,17.7275335634,"[""Matthew O'Callaghan"", 'Will Ferrell', 'hat', 'monkey', 'museum', 'shrine', 'yellow']"
Spike Lee,45000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Denzel Washington,Inside Man ,"['bank', 'detective', 'negotiation', 'police', 'robber']",R,Mystery,17.6221730477,"['Spike Lee', 'Denzel Washington', 'bank', 'detective', 'negotiation', 'police', 'robber']"
Francis Lawrence,38000000.0,"['Drama', 'Romance']",Robert Pattinson,Water for Elephants ,"['circus', 'circus vargas', 'elephant', 'fear', 'train']",PG-13,Drama,17.4530967177,"['Francis Lawrence', 'Robert Pattinson', 'circus', 'circus', 'vargas', 'elephant', 'fear', 'train']"
John Maybury,29000000.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Jennifer Jason Leigh,The Jacket ,"['gulf war veteran', 'morgue', 'shot in the head', 'vermont', 'veteran']",R,Sci-Fi,17.182806388,"['John Maybury', 'Jennifer Jason Leigh', 'gulf', 'war', 'veteran', 'morgue', 'shot', 'in', 'the', 'head', 'vermont', 'veteran']"
Richard Loncraine,50000000.0,"['Crime', 'Thriller']",Jimmy Bennett,Firewall ,"['architect', 'bank', 'cayman islands', 'meeting', 'murder']",PG-13,Crime,17.7275335634,"['Richard Loncraine', 'Jimmy Bennett', 'architect', 'bank', 'cayman', 'islands', 'meeting', 'murder']"
Carl Franklin,50000000.0,"['Crime', 'Drama', 'Romance', 'Thriller']",Denzel Washington,Out of Time ,"['cancer', 'florida', 'insurance', 'life insurance policy', 'small town']",R,Crime,17.7275335634,"['Carl Franklin', 'Denzel Washington', 'cancer', 'florida', 'insurance', 'life', 'insurance', 'policy', 'small', 'town']"
Peter Berg,209000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Liam Neeson,Battleship ,"['box office flop', 'hawaii', 'naval', 'oahu hawaii', 'ship']",PG-13,Sci-Fi,19.1578448099,"['Peter Berg', 'Liam Neeson', 'box', 'office', 'flop', 'hawaii', 'naval', 'oahu', 'hawaii', 'ship']"
Jonathan Mostow,62000000.0,"['Action', 'War']",Matthew McConaughey,U-571 ,"['battle', 'historically inaccurate', 'submarine movie', 'u boat', 'world war two']",PG-13,War,17.942644943,"['Jonathan Mostow', 'Matthew McConaughey', 'battle', 'historically', 'inaccurate', 'submarine', 'movie', 'u', 'boat', 'world', 'war', 'two']"
David Cronenberg,32000000.0,"['Crime', 'Drama', 'Thriller']",Viggo Mortensen,A History of Violence ,"['bar', 'crotch shot', 'female full frontal nudity', 'female pubic hair', 'robbery']",R,Crime,17.2812464608,"['David Cronenberg', 'Viggo Mortensen', 'bar', 'crotch', 'shot', 'female', 'full', 'frontal', 'nudity', 'female', 'pubic', 'hair', 'robbery']"
Tom Dey,50000000.0,"['Comedy', 'Family']",Emma Stone,Marmaduke ,"['dog', 'great dane', 'rivalry', 'talking animal', 'talking cat']",PG,Family,17.7275335634,"['Tom Dey', 'Emma Stone', 'dog', 'great', 'dane', 'rivalry', 'talking', 'animal', 'talking', 'cat']"
Ridley Scott,50000000.0,"['Action', 'Drama', 'War']",Viggo Mortensen,G.I. Jane ,"['feminism', 'hit in the crotch', 'kicked in the crotch', 'kicked in the testicles', 'navy']",R,War,17.7275335634,"['Ridley Scott', 'Viggo Mortensen', 'feminism', 'hit', 'in', 'the', 'crotch', 'kicked', 'in', 'the', 'crotch', 'kicked', 'in', 'the', 'testicles', 'navy']"
Ron Maxwell,56000000.0,"['Drama', 'History', 'War']",Billy Campbell,Gods and Generals ,"['confederacy', 'hero', 'prequel', 'stonewall jackson', 'war hero']",PG-13,War,17.8408622487,"['Ron Maxwell', 'Billy Campbell', 'confederacy', 'hero', 'prequel', 'stonewall', 'jackson', 'war', 'hero']"
Joseph Ruben,68000000.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Vincent Pastore,Money Train ,"['bare breasts', 'breast', 'loan shark', 'subway', 'train']",R,Rom-Com,18.0350182631,"['Joseph Ruben', 'Vincent Pastore', 'bare', 'breasts', 'breast', 'loan', 'shark', 'subway', 'train']"
